id	exp	type	num_rob	timesteps
38	area_coverage	optimised	100	969
39	area_coverage	optimised	100	957
40	area_coverage	optimised	100	995
41	area_coverage	optimised	100	974
42	area_coverage	optimised	100	964
43	area_coverage	optimised	100	1010
44	area_coverage	optimised	100	978
45	area_coverage	optimised	100	950
46	area_coverage	optimised	100	978
47	area_coverage	optimised	100	997
48	area_coverage	optimised	100	1011
49	area_coverage	optimised	100	978
0	area_coverage	optimised	200	482
1	area_coverage	optimised	200	500
2	area_coverage	optimised	200	487
3	area_coverage	optimised	200	500
4	area_coverage	optimised	200	493
5	area_coverage	optimised	200	490
6	area_coverage	optimised	200	501
7	area_coverage	optimised	200	531
8	area_coverage	optimised	200	490
9	area_coverage	optimised	200	511
10	area_coverage	optimised	200	503
11	area_coverage	optimised	200	488
12	area_coverage	optimised	200	489
13	area_coverage	optimised	200	494
14	area_coverage	optimised	200	496
15	area_coverage	optimised	200	508
16	area_coverage	optimised	200	485
17	area_coverage	optimised	200	491
18	area_coverage	optimised	200	493
19	area_coverage	optimised	200	505
20	area_coverage	optimised	200	508
21	area_coverage	optimised	200	495
22	area_coverage	optimised	200	490
23	area_coverage	optimised	200	494
24	area_coverage	optimised	200	483
25	area_coverage	optimised	200	505
26	area_coverage	optimised	200	507
27	area_coverage	optimised	200	493
28	area_coverage	optimised	200	480
29	area_coverage	optimised	200	495
30	area_coverage	optimised	200	493
31	area_coverage	optimised	200	492
32	area_coverage	optimised	200	498
33	area_coverage	optimised	200	512
34	area_coverage	optimised	200	515
35	area_coverage	optimised	200	500
36	area_coverage	optimised	200	483
37	area_coverage	optimised	200	484
38	area_coverage	optimised	200	491
39	area_coverage	optimised	200	504
40	area_coverage	optimised	200	500
41	area_coverage	optimised	200	523
42	area_coverage	optimised	200	494
43	area_coverage	optimised	200	495
44	area_coverage	optimised	200	506
45	area_coverage	optimised	200	491
46	area_coverage	optimised	200	485
47	area_coverage	optimised	200	504
48	area_coverage	optimised	200	484
49	area_coverage	optimised	200	489
