INFO_TYPES: robot_position	robot_led_status	robot_lifter_status	robot_heading	robot_speed_status	robot_task_id	robot_pheromone_map	chosen_door	waypoint
generation	genome	ave_time	tot_weight	fitness
0	[0, 1, 1, 0, 1, 0, 1, 0, 1]	13376.6	5	1.0955642220270612
0	[0, 1, 1, 0, 0, 0, 0, 0, 0]	13398.4	2	1.0371867045742098
0	[1, 0, 0, 1, 1, 0, 0, 0, 0]	5033.2	3	0.4345999612985814
0	[1, 1, 0, 0, 0, 0, 0, 1, 1]	12245.4	4	0.9913737515071226
0	[1, 0, 0, 0, 0, 1, 0, 1, 0]	12225.2	3	0.9698703502478379
0	[0, 1, 1, 1, 0, 0, 0, 1, 0]	13039.8	4	1.0504976109316622
0	[0, 0, 0, 1, 1, 1, 0, 0, 1]	13436.2	4	1.08
0	[0, 1, 1, 0, 1, 0, 0, 0, 0]	13151.6	3	1.0388184159211682
0	[0, 0, 0, 1, 0, 0, 1, 0, 1]	12898.2	3	1.0199589169556869
0	[0, 1, 0, 0, 0, 0, 0, 0, 0]	12828.6	1	0.9747788809335973
1	[1, 0, 0, 1, 1, 0, 0, 0, 0]	5607.8	3	0.5196752834826739
1	[1, 0, 0, 0, 0, 1, 0, 1, 0]	12596.0	3	1.0738105622075966
1	[0, 1, 0, 0, 0, 0, 0, 0, 0]	12611.0	1	1.025
1	[1, 0, 0, 0, 0, 1, 0, 1, 0]	11803.2	3	1.0109448100864324
1	[1, 0, 0, 1, 0, 0, 0, 0, 0]	5089.8	2	0.4536000317183411
1	[1, 1, 0, 0, 0, 0, 0, 1, 1]	11872.2	4	1.0414162239314886
1	[0, 0, 0, 0, 0, 1, 0, 1, 0]	11883.2	2	0.9922884783125844
1	[1, 1, 0, 0, 0, 0, 0, 1, 1]	11921.8	4	1.0453492982317025
1	[1, 0, 0, 1, 1, 0, 0, 0, 0]	4911.8	3	0.4644853699151535
1	[0, 1, 1, 0, 1, 0, 0, 0, 0]	12437.8	3	1.0612659582903814
2	[1, 0, 0, 1, 0, 0, 0, 0, 0]	5309.0	2	0.44387779327536575
2	[1, 0, 0, 1, 1, 0, 0, 0, 0]	5049.4	3	0.4496179185090661
2	[1, 0, 0, 1, 1, 0, 0, 0, 0]	4916.6	3	0.43976540938362474
2	[1, 0, 0, 0, 1, 0, 0, 0, 0]	12206.4	2	0.9555999050360567
2	[1, 0, 0, 1, 1, 0, 0, 0, 0]	5225.4	3	0.46267546072350657
2	[0, 0, 0, 0, 0, 1, 0, 0, 0]	13422.0	1	1.0207859750126125
2	[1, 0, 0, 1, 0, 1, 0, 1, 0]	5131.0	4	0.4806718698993976
2	[1, 0, 1, 0, 0, 1, 0, 0, 0]	12409.0	3	0.995630916698816
2	[0, 0, 1, 0, 0, 0, 0, 0, 0]	13478.8	1	1.025
2	[0, 0, 0, 0, 0, 0, 0, 1, 1]	12536.2	2	0.9800679585719798
3	[1, 0, 0, 1, 1, 0, 0, 0, 0]	5008.2	3	0.41935078353711036
3	[1, 0, 0, 1, 0, 0, 0, 0, 0]	5052.8	2	0.4025509442626716
3	[1, 0, 0, 1, 1, 0, 0, 0, 0]	4957.4	3	0.4157057574192067
3	[0, 0, 0, 1, 0, 0, 0, 0, 0]	13346.4	1	0.9776373342517651
3	[1, 0, 0, 0, 1, 0, 0, 0, 1]	12682.8	3	0.9700223867745823
3	[1, 0, 0, 0, 0, 0, 0, 0, 0]	13936.8	1	1.02
3	[1, 0, 0, 1, 0, 1, 0, 1, 0]	4807.2	4	0.4249285345272947
3	[1, 0, 0, 1, 0, 0, 0, 0, 0]	4920.4	2	0.3930509155616785
3	[1, 0, 0, 1, 1, 0, 0, 0, 0]	5217.4	3	0.4343614029045405
3	[1, 0, 0, 1, 0, 1, 0, 1, 1]	5361.4	5	0.48469376040410994
4	[1, 0, 0, 1, 0, 0, 0, 0, 0]	5420.6	2	0.4541846356037105
4	[1, 0, 0, 1, 0, 0, 0, 0, 0]	4871.8	2	0.4122511728838425
4	[1, 0, 0, 1, 1, 0, 0, 0, 0]	5004.8	3	0.4424136192062595
4	[1, 0, 1, 1, 0, 0, 0, 0, 0]	4902.2	3	0.4345740177575378
4	[1, 0, 0, 1, 0, 1, 0, 1, 0]	5012.0	4	0.4629637666763452
4	[1, 0, 0, 1, 1, 1, 0, 1, 0]	5321.6	5	0.5066201078900316
4	[1, 0, 0, 1, 0, 1, 0, 1, 0]	5215.0	4	0.478474868957929
4	[0, 0, 0, 1, 0, 0, 0, 0, 0]	13087.4	1	1.02
4	[1, 0, 1, 1, 1, 0, 0, 0, 0]	5266.2	4	0.48238702874520534
4	[1, 0, 0, 1, 0, 1, 0, 1, 1]	5213.0	5	0.49832205021623854
5	[1, 0, 0, 1, 0, 0, 0, 0, 0]	5142.6	2	0.43621948544389083
5	[1, 0, 1, 1, 0, 0, 0, 0, 0]	4903.8	3	0.4341778697001034
5	[1, 0, 0, 1, 1, 0, 0, 0, 0]	5328.4	3	0.46744226128921057
5	[1, 0, 0, 1, 0, 0, 0, 0, 1]	5484.2	3	0.4796480837328821
5	[1, 0, 1, 0, 1, 1, 0, 0, 1]	12764.4	5	1.0833333333333333
5	[1, 0, 1, 1, 0, 0, 0, 0, 0]	4700.0	3	0.4182115884804613
5	[1, 0, 0, 1, 0, 1, 1, 1, 1]	5351.6	6	0.5192598163642631
5	[1, 0, 1, 1, 1, 0, 0, 0, 0]	5002.2	4	0.4585534768575099
5	[1, 0, 1, 1, 0, 0, 0, 0, 0]	5316.6	3	0.4665178151734512
5	[1, 0, 1, 1, 1, 1, 0, 1, 0]	5473.0	6	0.5287706433518222
6	[1, 0, 1, 1, 0, 0, 0, 0, 0]	5460.6	3	0.4667951516631811
6	[1, 0, 1, 1, 0, 0, 0, 0, 0]	4763.4	3	0.4135794647900224
6	[1, 0, 0, 1, 0, 0, 0, 0, 0]	5492.8	2	0.45258623760310607
6	[1, 0, 0, 0, 0, 1, 0, 0, 0]	13101.4	2	1.0333333333333334
6	[1, 0, 0, 1, 0, 1, 1, 1, 1]	5030.6	6	0.48397423176149124
6	[1, 0, 1, 1, 0, 0, 0, 0, 1]	5670.2	4	0.499460108588904
6	[1, 1, 0, 1, 1, 0, 0, 0, 1]	5156.2	5	0.47689432681494603
6	[1, 1, 0, 1, 0, 0, 0, 0, 0]	5416.0	3	0.46339093531988945
6	[1, 0, 1, 1, 0, 0, 0, 0, 0]	5310.8	3	0.4553612591020807
6	[1, 1, 0, 1, 0, 0, 0, 1, 1]	4917.6	5	0.45868253265554326
7	[1, 0, 1, 1, 0, 0, 0, 0, 0]	5722.0	3	0.5085029001410879
7	[1, 0, 0, 1, 0, 0, 0, 0, 0]	5157.6	2	0.44426399122119453
7	[1, 0, 1, 1, 0, 0, 0, 0, 0]	4851.2	3	0.4402476877253488
7	[1, 0, 0, 1, 0, 0, 0, 0, 0]	5326.4	2	0.4574949051575482
7	[1, 0, 1, 1, 0, 0, 0, 1, 1]	5079.8	5	0.4981658567173538
7	[1, 0, 0, 0, 0, 1, 1, 1, 0]	12758.0	4	1.08
7	[1, 0, 0, 0, 0, 0, 0, 1, 1]	12667.6	3	1.0529142498824267
7	[1, 1, 0, 1, 1, 0, 0, 0, 0]	5351.6	4	0.49947013638501336
7	[1, 0, 0, 1, 0, 0, 0, 1, 0]	5328.6	3	0.4776673459789936
7	[1, 0, 1, 1, 0, 0, 0, 0, 0]	5078.4	3	0.45805612164916126
8	[1, 0, 1, 1, 0, 0, 0, 0, 0]	5542.8	3	1.0237521823970424
8	[1, 0, 0, 1, 0, 0, 0, 0, 0]	4525.8	2	0.8246739242066345
8	[1, 0, 0, 1, 0, 0, 0, 0, 0]	4742.2	2	0.861714764985793
8	[1, 0, 0, 1, 0, 0, 0, 0, 0]	4743.4	2	0.861920167060354
8	[1, 0, 0, 1, 0, 0, 0, 0, 0]	5195.2	2	0.9392540481325529
8	[1, 0, 0, 1, 0, 0, 0, 0, 0]	5842.2	2	1.05
8	[1, 0, 0, 1, 0, 1, 0, 1, 0]	5269.6	4	1.001988976755332
8	[1, 0, 1, 1, 0, 0, 0, 0, 0]	5135.6	3	0.9540524117626923
8	[1, 0, 1, 1, 0, 0, 0, 0, 0]	5038.8	3	0.937483311081442
8	[1, 0, 0, 1, 0, 0, 0, 1, 1]	4717.0	4	0.9074013214200131
9	[1, 0, 0, 1, 0, 0, 0, 0, 0]	5450.6	2	1.0049470665297595
9	[1, 0, 0, 1, 0, 0, 0, 0, 0]	5069.2	2	0.9374259108451651
9	[1, 0, 0, 1, 0, 0, 0, 0, 0]	5092.4	2	0.9415331232517791
9	[1, 0, 1, 1, 0, 0, 0, 1, 1]	4730.2	5	0.9374110399036928
9	[1, 0, 0, 1, 0, 0, 0, 0, 0]	4955.0	2	0.9172085118436426
9	[1, 0, 0, 1, 0, 0, 0, 1, 1]	5511.6	4	1.055746202598874
9	[1, 0, 0, 1, 1, 0, 0, 1, 1]	5373.2	5	1.051244556173211
9	[1, 0, 0, 1, 0, 1, 0, 1, 1]	5497.8	5	1.0733031193570088
9	[1, 0, 0, 1, 0, 0, 0, 1, 1]	5185.2	4	0.9979619728782352
9	[1, 0, 0, 1, 0, 1, 0, 0, 0]	5648.6	3	1.06
10	[1, 0, 0, 1, 0, 0, 0, 0, 0]	5012.4	2	0.41196117427053336
10	[1, 0, 1, 1, 0, 0, 0, 1, 1]	5157.6	5	0.48273620469589484
10	[1, 0, 0, 1, 0, 0, 0, 0, 0]	5283.0	2	0.43204191279052506
10	[1, 0, 0, 1, 0, 0, 1, 0, 0]	5316.6	3	0.4545353082608567
10	[0, 0, 0, 1, 0, 0, 0, 0, 0]	13475.6	1	1.02
10	[1, 0, 0, 1, 0, 0, 0, 0, 0]	5430.0	2	0.4429505179732257
10	[1, 0, 0, 0, 0, 1, 0, 0, 0]	12413.8	2	0.9612057348095817
10	[1, 0, 0, 1, 0, 0, 0, 1, 0]	5292.6	3	0.4527543114963341
10	[1, 1, 1, 1, 0, 0, 0, 1, 0]	4871.8	5	0.4615275015583722
10	[1, 0, 1, 1, 0, 0, 0, 0, 0]	4814.4	3	0.4172679509632224
11	[1, 0, 0, 1, 0, 0, 0, 0, 0]	4770.8	2	0.4353385887826312
11	[1, 0, 1, 1, 0, 0, 0, 0, 0]	5163.6	3	0.49206513310933064
11	[1, 0, 0, 1, 0, 0, 0, 0, 0]	4884.6	2	0.44453024037218924
11	[1, 0, 1, 1, 0, 0, 0, 0, 0]	5256.6	3	0.4995767640217111
11	[1, 0, 0, 1, 0, 0, 0, 0, 0]	4956.4	2	0.45032954251744634
11	[1, 1, 0, 1, 0, 0, 1, 0, 0]	5460.2	4	0.5410215818040838
