INFO_TYPES: robot_position	robot_led_status	robot_lifter_status	robot_heading	robot_speed_status	robot_task_id	robot_pheromone_map	chosen_door	waypoint
generation	genome	ave_time	tot_weight	fitness
0	[1, 1, 1, 0, 0, 0, 1, 1, 1]	20061.0	6	1.0383318287025922
0	[0, 1, 1, 0, 1, 0, 1, 0, 0]	20824.6	4	1.05
0	[1, 0, 1, 1, 1, 1, 1, 1, 1]	4983.0	8	0.339284307981906
0	[1, 1, 1, 1, 1, 0, 1, 1, 1]	4596.0	8	0.3207005176570018
0	[1, 1, 1, 0, 1, 0, 0, 0, 1]	19345.0	5	0.9914494155950175
0	[0, 1, 1, 0, 1, 0, 0, 0, 0]	20574.4	3	1.0254853634643644
0	[0, 0, 0, 0, 0, 1, 0, 0, 1]	19172.6	2	0.945670745176378
0	[0, 1, 0, 0, 1, 0, 1, 0, 0]	20434.6	3	1.0187721492849804
0	[0, 1, 0, 0, 1, 1, 1, 1, 1]	18589.4	6	0.9676654053379179
0	[1, 1, 0, 0, 0, 1, 0, 0, 0]	18810.2	3	0.9407682500504212
1	[1, 1, 1, 1, 1, 0, 1, 1, 1]	5059.6	8	0.3466341044914354
1	[1, 0, 1, 1, 1, 1, 1, 1, 1]	5005.6	8	0.34400183284100105
1	[1, 1, 0, 0, 0, 1, 0, 0, 0]	19555.4	3	0.9907430561648778
1	[0, 0, 0, 0, 0, 1, 0, 0, 1]	20514.6	2	1.025
1	[1, 1, 1, 1, 1, 0, 1, 1, 1]	4722.4	8	0.33019703040761217
1	[1, 0, 1, 1, 1, 1, 1, 1, 1]	5206.6	8	0.35379973287317334
1	[1, 1, 1, 1, 1, 0, 1, 1, 0]	4959.4	7	0.32924977820674056
1	[1, 1, 1, 1, 1, 0, 1, 1, 0]	5437.8	7	0.35256975519873657
1	[1, 0, 0, 0, 0, 1, 0, 0, 0]	19181.8	2	0.9600316360055766
1	[1, 0, 1, 1, 1, 1, 1, 1, 1]	6365.2	8	0.41027658350638085
