id	exp	type	num_rob	time	compu_time_total	compu_time_comms
0	traffic	optimised	10	12105	2.8583832025527953	0.16780388355255127
1	traffic	optimised	10	12024	3.2051769971847532	0.18856592178344728
2	traffic	optimised	10	12105	2.857285666465759	0.16823384761810303
3	traffic	optimised	10	12024	3.093236041069031	0.18329527378082275
4	traffic	optimised	10	12105	3.008004593849182	0.17716314792633056
5	traffic	optimised	10	12024	3.374725890159607	0.19876360893249512
6	traffic	optimised	10	12105	2.804094123840332	0.1647660493850708
7	traffic	optimised	10	12024	3.092483949661255	0.18402245044708251
8	traffic	optimised	10	12105	2.9556925535202025	0.17391257286071776
9	traffic	optimised	10	12024	3.1024888277053835	0.18639252185821534
10	traffic	optimised	10	12105	3.2288177728652956	0.18476028442382814
11	traffic	optimised	10	12024	3.4104570150375366	0.19997518062591552
12	traffic	optimised	10	12105	2.8045125722885134	0.16578869819641112
13	traffic	optimised	10	12024	3.0630163669586183	0.18305160999298095
14	traffic	optimised	10	12105	2.8132943868637086	0.16488680839538575
15	traffic	optimised	10	12024	3.2711835861206056	0.19094913005828856
16	traffic	optimised	10	12105	5.832182931900024	0.30982973575592043
17	traffic	optimised	10	12024	6.133108139038086	0.32394540309906006
18	traffic	optimised	10	12105	2.9613280057907105	0.17200725078582763
19	traffic	optimised	10	12024	3.5468245267868044	0.20500199794769286
20	traffic	optimised	10	12043	3.163929057121277	0.18896715641021727
21	traffic	optimised	10	11996	3.462852883338928	0.2010110378265381
22	traffic	optimised	10	12043	3.520990753173828	0.20737733840942382
23	traffic	optimised	10	11996	3.4374809503555297	0.20133135318756104
24	traffic	optimised	10	12043	3.1516133546829224	0.1882035493850708
25	traffic	optimised	10	11996	3.210723042488098	0.18999266624450684
26	traffic	optimised	10	12043	3.728765344619751	0.2165501356124878
27	traffic	optimised	10	11996	3.465211296081543	0.20463597774505615
28	traffic	optimised	10	12043	3.3560235023498537	0.1987762212753296
29	traffic	optimised	10	11996	3.534733438491821	0.20682885646820068
30	traffic	optimised	10	12043	3.233122730255127	0.19181246757507325
31	traffic	optimised	10	11996	3.2163821697235107	0.18936927318573
32	traffic	optimised	10	12043	3.3821177959442137	0.1982961893081665
33	traffic	optimised	10	11996	3.1495283603668214	0.18801503181457518
34	traffic	optimised	10	12043	3.1354421615600585	0.18589887619018555
35	traffic	optimised	10	11996	3.297827053070068	0.19323675632476806
36	traffic	optimised	10	12043	3.573670220375061	0.20567617416381836
37	traffic	optimised	10	11996	3.4425274610519407	0.1969348430633545
38	traffic	optimised	10	12043	3.3664533615112306	0.19625725746154785
39	traffic	optimised	10	11996	2.7662461757659913	0.16406078338623048
40	traffic	optimised	10	12166	2.9971351623535156	0.17751891613006593
41	traffic	optimised	10	12129	2.7989552497863768	0.16707518100738525
42	traffic	optimised	10	12166	2.9632254362106325	0.17531898021697997
43	traffic	optimised	10	12129	2.759406590461731	0.16435742378234863
44	traffic	optimised	10	12166	2.9422528028488157	0.17423665523529053
45	traffic	optimised	10	12129	2.7605661153793335	0.16375887393951416
46	traffic	optimised	10	12166	2.9214707136154177	0.1742643117904663
47	traffic	optimised	10	12129	2.7349536657333373	0.16384754180908204
48	traffic	optimised	10	12166	2.886850428581238	0.17237894535064696
49	traffic	optimised	10	12129	2.7551412343978883	0.1636981964111328
0	traffic	optimised	50	2595	1.0633725690841676	0.13540958404541015
1	traffic	optimised	50	2714	1.1535122060775758	0.14973074913024903
2	traffic	optimised	50	2595	1.1003110933303832	0.14047561168670655
3	traffic	optimised	50	2714	1.1822724103927613	0.15535493373870848
4	traffic	optimised	50	2595	1.078204779624939	0.13869175910949708
5	traffic	optimised	50	2714	1.0967101812362672	0.14258946895599364
6	traffic	optimised	50	2595	1.0404814243316651	0.13254519939422607
7	traffic	optimised	50	2714	1.153904767036438	0.1485544490814209
8	traffic	optimised	50	2595	1.0281457996368408	0.13195471286773683
9	traffic	optimised	50	2714	1.030571746826172	0.13448837280273437
10	traffic	optimised	50	2432	0.9684065008163452	0.12254541873931885
11	traffic	optimised	50	2544	1.774289379119873	0.21341385841369628
12	traffic	optimised	50	2432	0.958233962059021	0.12225696086883545
13	traffic	optimised	50	2544	0.9895779371261597	0.12595321655273437
14	traffic	optimised	50	2432	0.9839609861373901	0.12444774627685547
15	traffic	optimised	50	2544	1.0046696043014527	0.12908698081970216
16	traffic	optimised	50	2432	1.3313674688339234	0.16305094718933105
17	traffic	optimised	50	2544	0.9793357181549073	0.12588120937347413
18	traffic	optimised	50	2432	0.9887982749938965	0.1271539545059204
19	traffic	optimised	50	2544	0.9627445030212403	0.12371188640594483
20	traffic	optimised	50	2719	1.1256161546707153	0.14466734886169433
21	traffic	optimised	50	2488	0.981928539276123	0.12661431789398192
22	traffic	optimised	50	2719	1.034953408241272	0.1337452983856201
23	traffic	optimised	50	2488	0.9445674800872803	0.12292444229125976
24	traffic	optimised	50	2719	1.1503266716003417	0.14849074363708495
25	traffic	optimised	50	2488	1.066673378944397	0.13588543891906738
26	traffic	optimised	50	2600	0.9931329774856568	0.126922345161438
27	traffic	optimised	50	2614	1.0165085554122926	0.13013967514038086
28	traffic	optimised	50	2600	1.0085838270187377	0.12922820091247558
29	traffic	optimised	50	2614	1.0597902870178222	0.1354864025115967
30	traffic	optimised	50	2600	1.1503699684143067	0.14500181674957274
31	traffic	optimised	50	2614	1.0023164606094361	0.1280859136581421
32	traffic	optimised	50	2600	1.0649100160598755	0.13612448692321777
33	traffic	optimised	50	2614	1.0222704744338988	0.1312337827682495
34	traffic	optimised	50	2600	1.0690070867538453	0.13745028972625734
35	traffic	optimised	50	2614	1.1339532470703124	0.1454286003112793
36	traffic	optimised	50	2719	1.0773392343521118	0.13761160850524903
37	traffic	optimised	50	2488	1.0549075746536254	0.13523704051971436
38	traffic	optimised	50	2719	1.7468596363067628	0.21410849094390869
39	traffic	optimised	50	2488	0.8181563663482666	0.10678555965423583
40	traffic	optimised	50	2608	0.9312586879730225	0.12076467037200928
41	traffic	optimised	50	2622	0.8469054985046387	0.10973803520202637
42	traffic	optimised	50	2608	0.9381244516372681	0.12094791412353516
43	traffic	optimised	50	2622	0.8292494964599609	0.10842190265655517
44	traffic	optimised	50	2567	0.9036265516281128	0.11852439880371093
45	traffic	optimised	50	2403	0.7743428277969361	0.10233466148376465
46	traffic	optimised	50	2608	0.8894015741348267	0.11607450962066651
47	traffic	optimised	50	2622	0.8202396488189697	0.10757692813873292
48	traffic	optimised	50	2567	0.8742918586730957	0.11503759384155274
49	traffic	optimised	50	2403	0.7581886434555054	0.09941417217254639
0	traffic	optimised	100	1809	0.947751681804657	0.16650014877319336
1	traffic	optimised	100	1695	0.9025722765922546	0.15935605764389038
2	traffic	optimised	100	1809	0.9662937808036804	0.16561724185943605
3	traffic	optimised	100	1695	0.9262586688995361	0.1620727014541626
4	traffic	optimised	100	1631	0.9062599945068359	0.15771346807479858
5	traffic	optimised	100	1759	0.9077844548225403	0.15805699110031127
6	traffic	optimised	100	1809	0.9736892533302307	0.16996462106704713
7	traffic	optimised	100	1695	0.9284159541130066	0.16354285478591918
8	traffic	optimised	100	1631	0.8700199866294861	0.15160746812820436
9	traffic	optimised	100	1759	1.0622359776496888	0.1850591492652893
10	traffic	optimised	100	1634	1.3573107647895812	0.2319800353050232
11	traffic	optimised	100	1991	1.8321851706504821	0.3148059964179993
12	traffic	optimised	100	2732	1.5265813422203065	0.27906211614608767
13	traffic	optimised	100	1795	1.047895860671997	0.18285356044769288
14	traffic	optimised	100	1634	0.9106658101081848	0.1585249137878418
15	traffic	optimised	100	1991	1.0669359254837036	0.1882880759239197
16	traffic	optimised	100	2732	1.5843187618255614	0.2862870144844055
17	traffic	optimised	100	1795	0.9803969240188599	0.17085302352905274
18	traffic	optimised	100	1634	0.8717854523658752	0.1512178897857666
19	traffic	optimised	100	1991	1.0739092993736268	0.18805577993392944
20	traffic	optimised	100	1945	1.1532401823997498	0.20150886297225953
21	traffic	optimised	100	2062	1.0896799707412719	0.19990294456481933
22	traffic	optimised	100	2048	1.1038760709762574	0.19265058040618896
23	traffic	optimised	100	1724	0.8882243108749389	0.1554601812362671
24	traffic	optimised	100	2048	1.121886146068573	0.19533117294311522
25	traffic	optimised	100	1724	0.8981718754768372	0.15533085584640502
26	traffic	optimised	100	2048	1.0947560048103333	0.191008141040802
27	traffic	optimised	100	1724	0.9327640342712402	0.16503763675689698
28	traffic	optimised	100	1945	1.1058093094825745	0.19306737899780274
29	traffic	optimised	100	2062	1.1439933753013611	0.2099500799179077
30	traffic	optimised	100	2196	1.180711133480072	0.20476659774780273
31	traffic	optimised	100	1795	0.9936644291877746	0.17163407325744628
32	traffic	optimised	100	2196	1.2493949437141418	0.21755616903305053
33	traffic	optimised	100	1795	1.0911882901191712	0.18920075178146362
34	traffic	optimised	100	1814	0.9680982542037964	0.16792545795440675
35	traffic	optimised	100	1986	1.0517883372306824	0.18436878442764282
36	traffic	optimised	100	1814	1.1177117681503297	0.1930973720550537
37	traffic	optimised	100	1986	1.0578987431526183	0.1854607343673706
38	traffic	optimised	100	2196	1.5641652941703796	0.27103265047073366
39	traffic	optimised	100	1795	0.802784776687622	0.1406856060028076
40	traffic	optimised	100	2204	1.0884727263450622	0.19270113706588746
41	traffic	optimised	100	1782	0.7944433975219727	0.14010596990585328
42	traffic	optimised	100	2204	1.1280782103538514	0.19821114778518678
43	traffic	optimised	100	1782	0.795049524307251	0.13853520393371582
44	traffic	optimised	100	2204	1.0892410445213319	0.19187482833862304
45	traffic	optimised	100	1782	0.7877680659294128	0.13873584508895875
46	traffic	optimised	100	2092	1.0158029460906983	0.17926113367080687
47	traffic	optimised	100	1891	0.8304569625854492	0.14470059156417847
48	traffic	optimised	100	1820	0.8963613820075989	0.1568235969543457
49	traffic	optimised	100	1901	0.8382752561569213	0.14715286016464232
0	traffic	optimised	200	1592	1.3067077994346619	0.30042961359024045
1	traffic	optimised	200	1574	1.2601707565784455	0.2801910483837128
2	traffic	optimised	200	1880	1.5748051035404205	0.3486704969406128
3	traffic	optimised	200	1594	1.3450918543338775	0.30557690262794496
4	traffic	optimised	200	1619	1.3458916187286376	0.3050619101524353
5	traffic	optimised	200	1871	1.5149485862255097	0.33540197014808654
6	traffic	optimised	200	1619	1.3736589920520783	0.30583073139190675
7	traffic	optimised	200	1871	1.583980132341385	0.3538184380531311
8	traffic	optimised	200	1880	1.5960771584510802	0.3592862248420715
9	traffic	optimised	200	1594	1.3656594204902648	0.312920857667923
10	traffic	optimised	200	1918	1.6708907508850097	0.3712241411209106
11	traffic	optimised	200	1552	2.1628594827651977	0.4872759234905243
12	traffic	optimised	200	1918	1.6437438249588012	0.3681474506855011
13	traffic	optimised	200	1552	1.3498332285881043	0.304290132522583
14	traffic	optimised	200	1918	1.8121236014366149	0.40408784747123716
15	traffic	optimised	200	1552	1.2879229438304902	0.2835043466091156
16	traffic	optimised	200	1776	1.4789151918888093	0.32726112484931946
17	traffic	optimised	200	1692	1.465716882944107	0.32594245076179507
18	traffic	optimised	200	1461	1.7236541092395783	0.384093691110611
19	traffic	optimised	200	1840	1.6207156562805176	0.3670530736446381
20	traffic	optimised	200	1889	1.526535028219223	0.3374956381320953
21	traffic	optimised	200	1240	1.5058286607265472	0.337358295917511
22	traffic	optimised	200	1193	1.0727847635746002	0.23875693917274476
23	traffic	optimised	200	2028	1.7765935111045836	0.4051504719257355
24	traffic	optimised	200	1752	1.4889565885066987	0.3305707550048828
25	traffic	optimised	200	1817	1.515693621635437	0.33544222116470335
26	traffic	optimised	200	1934	1.594646772146225	0.35366890668869017
27	traffic	optimised	200	1698	1.509821308851242	0.339105920791626
28	traffic	optimised	200	1193	1.0701947116851807	0.23911879539489747
29	traffic	optimised	200	2028	1.766253161430359	0.4020031213760376
30	traffic	optimised	200	1752	1.5351394402980805	0.34299702048301695
31	traffic	optimised	200	1817	1.5739133858680725	0.3519577407836914
32	traffic	optimised	200	1657	1.4165131270885467	0.31599924206733704
33	traffic	optimised	200	1463	1.1829180908203125	0.26437774300575256
34	traffic	optimised	200	1657	1.4330714690685271	0.317807685136795
35	traffic	optimised	200	1463	1.1782549118995667	0.2617346727848053
36	traffic	optimised	200	1594	1.320581432580948	0.2936113905906677
37	traffic	optimised	200	1448	1.2616699635982513	0.2857498502731323
38	traffic	optimised	200	1657	1.5940226078033448	0.35704063773155215
39	traffic	optimised	200	1463	1.1178383803367615	0.25126410365104673
40	traffic	optimised	200	1495	1.1020210564136506	0.25087468266487123
41	traffic	optimised	200	1342	0.9072001898288726	0.2037446081638336
42	traffic	optimised	200	1782	1.3937005519866943	0.3090688419342041
43	traffic	optimised	200	2003	1.3002959096431732	0.2874779975414276
44	traffic	optimised	200	1806	1.2918276178836823	0.2850966215133667
45	traffic	optimised	200	1627	1.0780368947982788	0.24189929962158202
46	traffic	optimised	200	1495	1.08696280002594	0.2490543782711029
47	traffic	optimised	200	1342	0.9043054211139679	0.20087078332901
48	traffic	optimised	200	1806	1.2888681602478027	0.2859195005893707
49	traffic	optimised	200	1627	1.0779104328155518	0.2424589514732361
0	traffic	naive	10	12178	4.101813316345215	0.7363714218139649
1	traffic	naive	10	27893	9.147380208969116	1.7995531797409057
2	traffic	naive	10	12106	3.767377233505249	0.6848083972930908
3	traffic	naive	10	12124	3.8507168531417846	0.7151156902313233
4	traffic	naive	10	12178	4.026455330848694	0.7294445037841797
5	traffic	naive	10	27893	9.368058657646179	1.8337648153305053
6	traffic	naive	10	12121	4.119032835960388	0.7327721357345581
7	traffic	naive	10	12368	4.138865184783936	0.7541175365447998
8	traffic	naive	10	12121	4.001172304153442	0.7150962829589844
9	traffic	naive	10	12368	4.223175978660583	0.768508791923523
10	traffic	naive	10	12100	3.960334038734436	0.7081726789474487
11	traffic	naive	10	11982	4.333925104141235	0.7793618440628052
12	traffic	naive	10	12100	3.8933096170425414	0.7005263566970825
13	traffic	naive	10	11982	3.8955913543701173	0.716434645652771
14	traffic	naive	10	12021	7.287615394592285	1.229423427581787
15	traffic	naive	10	12021	7.3527202844619755	1.2450514793395997
16	traffic	naive	10	12085	4.2570020914077755	0.7649996519088745
17	traffic	naive	10	12157	4.197566080093384	0.7556396722793579
18	traffic	naive	10	12085	4.097959208488464	0.7322515726089478
19	traffic	naive	10	12157	4.1883368492126465	0.752263855934143
20	traffic	naive	10	12192	3.909416651725769	0.7149070501327515
21	traffic	naive	10	11965	4.078867268562317	0.7390891075134277
22	traffic	naive	10	12109	4.018032073974609	0.7361263990402221
23	traffic	naive	10	11996	4.061338305473328	0.7416566133499145
24	traffic	naive	10	12074	4.192272520065307	0.7530896902084351
25	traffic	naive	10	12152	3.899753212928772	0.7076209545135498
26	traffic	naive	10	12074	4.044505524635315	0.7312243700027465
27	traffic	naive	10	12152	4.10740864276886	0.7428334712982178
28	traffic	naive	10	12031	4.676195645332337	0.8318708419799805
29	traffic	naive	10	12077	4.012153315544128	0.7301757097244262
30	traffic	naive	10	12109	4.0116067171096805	0.722964072227478
31	traffic	naive	10	11996	4.088072872161865	0.7365305185317993
32	traffic	naive	10	12031	3.9259063720703127	0.7093160152435303
33	traffic	naive	10	12077	4.146956181526184	0.7575761795043945
34	traffic	naive	10	12075	3.955259156227112	0.7196579217910767
35	traffic	naive	10	12248	3.818697118759155	0.7011738300323487
36	traffic	naive	10	12075	4.0235895872116085	0.7371706962585449
37	traffic	naive	10	12248	3.7260358572006225	0.6781395673751831
38	traffic	naive	10	12171	4.866526055335998	0.854046082496643
39	traffic	naive	10	12182	3.5688379287719725	0.6502602577209473
40	traffic	naive	10	12043	3.9213688135147096	0.7161399602890015
41	traffic	naive	10	14659	4.172671604156494	0.7747442245483398
42	traffic	naive	10	13599	4.340386056900025	0.8049699783325195
43	traffic	naive	10	12005	3.3569597482681273	0.6094921588897705
44	traffic	naive	10	12025	3.7689239263534544	0.6864513158798218
45	traffic	naive	10	12131	3.4507630586624147	0.6268913269042968
46	traffic	naive	10	13599	4.165678524971009	0.7735835790634156
47	traffic	naive	10	12005	3.3011502742767336	0.6022261619567871
48	traffic	naive	10	12025	3.727402114868164	0.6720402956008911
